"RelationID","ProductID","ProductID:製品名","MaterialID","MaterialID:MaterialsName","QuantityPerUnit","UnitType"
"PM-T30221-600134","T30221","ﾆｭｰﾚﾝｼﾞｸﾘｰﾅｰ 5KGX3","600134","BI ★ﾆｭｰﾚﾝｼﾞｸﾘｰﾅｰ ｱｵ","15","KG"
"PM-T30221-900000","T30221","ﾆｭｰﾚﾝｼﾞｸﾘｰﾅｰ 5KGX3","900000","DRM 充填機液回収ﾄﾞﾗﾑ","0.000001","EA"
"PM-T30222-931600","T30222","ﾆｭｰﾚﾝｼﾞｸﾘｰﾅｰ 20KGX1","931600","BTL 20L ﾍﾝﾍﾟｲ ﾅﾁｭﾗﾙ","1","EA"
"PM-T30222-3045221","T30222","ﾆｭｰﾚﾝｼﾞｸﾘｰﾅｰ 20KGX1","3045221","CAP KC60550(20L共用)","1","EA"
"PM-T30222-911240","T30222","ﾆｭｰﾚﾝｼﾞｸﾘｰﾅｰ 20KGX1","911240","LBL ﾆｭｰﾚﾝｼﾞｸﾘｰﾅｰ 20KG ﾛｰﾙ","1","EA"
"PM-T30222-2287578","T30222","ﾆｭｰﾚﾝｼﾞｸﾘｰﾅｰ 20KGX1","2287578","TPL 共通ﾊﾟﾚｯﾄ積用･段ﾊﾟｯﾄ","0.03125","EA"
"PM-T30222-958958","T30222","ﾆｭｰﾚﾝｼﾞｸﾘｰﾅｰ 20KGX1","958958","LBL (ﾏｲﾄﾞ)ﾌｳｲﾝｼｰﾙ 白色","1","EA"
"PM-T30222-600134","T30222","ﾆｭｰﾚﾝｼﾞｸﾘｰﾅｰ 20KGX1","600134","BI ★ﾆｭｰﾚﾝｼﾞｸﾘｰﾅｰ ｱｵ","20","KG"
"PM-T30222-900000","T30222","ﾆｭｰﾚﾝｼﾞｸﾘｰﾅｰ 20KGX1","900000","DRM 充填機液回収ﾄﾞﾗﾑ","0.000001","EA"
"PM-T40023P-932860","T40023P","5L BOTTLE ﾅﾁｭﾗﾙ(20) 1PX1","932860","BTL JD 5L WEL ﾅﾁｭﾗﾙ(N)","1","EA"
"PM-T40024P-932870","T40024P","5L BOTTLE 遮光(20) 1PX1","932870","BTL JD 5L WEL ｸﾞﾘｰﾝ(G)","1","EA"
"PM-T40025P-960340","T40025P","5Lﾎﾞﾄﾙ用ｷｬｯﾌﾟ(1000)1PX1","960340","CAP 43ﾊﾟｯｷﾝｱﾘｷｬｯﾌﾟ(2L/5L)","1","EA"
"PM-T40026P-993120","T40026P","ｽﾌﾟﾚｰｾｯﾄ(OCFF)(12) 1PX1","993120","TRGｱﾜﾄﾘｶﾞｰ95F648 LB=195 ｱｵ/ｼﾛY","1","EA"
"PM-T40026P-932490","T40026P","ｽﾌﾟﾚｰｾｯﾄ(OCFF)(12) 1PX1","932490","BTL J-600MLﾅﾁｭﾗﾙﾑｼﾞ","1","EA"
"PM-T40026P-5305559","T40026P","ｽﾌﾟﾚｰｾｯﾄ(OCFF)(12) 1PX1","5305559","LBL ｵｰﾌﾞﾝｸﾘｰﾅｰFFｽﾌﾟﾚｲﾔｰ","1","EA"
"PM-T40026P-986940","T40026P","ｽﾌﾟﾚｰｾｯﾄ(OCFF)(12) 1PX1","986940","CTNｵｰﾌﾞﾝｸﾘｰﾅｰFFｽﾌﾟﾚｲﾔｰ ｼｷﾘｺﾐ","0.0833","EA"
"PM-T40027P-933090","T40027P","希釈用ﾎﾞﾄﾙ　2L(6) 1PX1","933090","BTL JD 2L WEL ﾅﾁｭﾗﾙ(N)","1","EA"
"PM-T40027P-911410","T40027P","希釈用ﾎﾞﾄﾙ　2L(6) 1PX1","911410","LBL 2Lｷｼｬｸﾎﾞﾄﾙ","1","EA"
"PM-T40027P-960340","T40027P","希釈用ﾎﾞﾄﾙ　2L(6) 1PX1","960340","CAP 43ﾊﾟｯｷﾝｱﾘｷｬｯﾌﾟ(2L/5L)","1","EA"
"PM-T40027P-986950","T40027P","希釈用ﾎﾞﾄﾙ　2L(6) 1PX1","986950","CTN 2LｷｼｬｸﾎﾞﾄﾙX6","0.166666","EA"
"PM-T40027P-941960","T40027P","希釈用ﾎﾞﾄﾙ　2L(6) 1PX1","941960","CAP ﾉｽﾞﾙｺｯｸ JDCNS (1X1)","1","EA"
"PM-T30013-933120","T30013","ﾎｼｻﾞｷCES-2DHS 2LX6","933120","BTL ﾎｼｻﾞｷ CES-2DHS 2L(N)","6","EA"
"PM-T30013-986850","T30013","ﾎｼｻﾞｷCES-2DHS 2LX6","986850","CTN ﾎｼｻﾞｷ CES-2DHS 2LX6","1","EA"
"PM-T30013-960340","T30013","ﾎｼｻﾞｷCES-2DHS 2LX6","960340","CAP 43ﾊﾟｯｷﾝｱﾘｷｬｯﾌﾟ(2L/5L)","6","EA"
"PM-T30013-941960","T30013","ﾎｼｻﾞｷCES-2DHS 2LX6","941960","CAP ﾉｽﾞﾙｺｯｸ JDCNS (1X1)","6","EA"
"PM-T30013-4559223","T30013","ﾎｼｻﾞｷCES-2DHS 2LX6","4559223","BI ST ｺﾝｸ","13.776","KG"
"PM-DS030618-332","DS030618","●ｽﾗｲﾀﾞｰAH2 ﾛｰﾘｰ","332","BI ｽﾗｲﾀﾞｰ AH2","1","KG"
"PM-DS030618-220532","DS030618","●ｽﾗｲﾀﾞｰAH2 ﾛｰﾘｰ","220532","LOR ﾛｰﾘｰ (ﾀﾞｲｽｳｶｸﾆﾝﾉｺﾄ)","0","EA"
"PM-DS030618-220526","DS030618","●ｽﾗｲﾀﾞｰAH2 ﾛｰﾘｰ","220526","PLA ｺﾝﾃﾅｹｯｿｸﾊﾞﾝﾄﾞ ﾁｮｳ","0","EA"
"PM-DS030618-958958","DS030618","●ｽﾗｲﾀﾞｰAH2 ﾛｰﾘｰ","958958","LBL (ﾏｲﾄﾞ)ﾌｳｲﾝｼｰﾙ 白色","0","EA"
"PM-5298889-721010","5298889","BI ｽﾌﾟﾘﾝﾄｸﾞﾛｽ","721010","BINT ｱｴﾝﾀﾝｻﾝ","0.056","KG"
"PM-5298889-751030","5298889","BI ｽﾌﾟﾘﾝﾄｸﾞﾛｽ","751030","BINT B-50ﾚｼﾞﾝ 28%溶液","0.0204","KG"
"PM-5298889-362442","5298889","BI ｽﾌﾟﾘﾝﾄｸﾞﾛｽ","362442","ｱｸﾃｨｻｲﾄﾞMV4 (20KG)","0.0005","KG"
"PM-5298889-333305","5298889","BI ｽﾌﾟﾘﾝﾄｸﾞﾛｽ","333305","T.B.E.P. (ﾛｰﾘｰ/IBCｺﾝﾃﾅ)","0.0217","KG"
"PM-5298889-345513","5298889","BI ｽﾌﾟﾘﾝﾄｸﾞﾛｽ","345513","ﾊｲﾃｯｸ E-8200 (1000KG)","0.028","KG"
"PM-5298889-856510","5298889","BI ｽﾌﾟﾘﾝﾄｸﾞﾛｽ","856510","ｼﾞｮﾝｸﾘﾙ JP-24F (1000KG)","0.4387","KG"
"PM-5298889-336017","5298889","BI ｽﾌﾟﾘﾝﾄｸﾞﾛｽ","336017","ｶｰﾋﾞﾄｰﾙ (ｴﾁﾙｼﾞｸﾞﾘｺｰﾙ) ISO/ﾛｰﾘｰ","0.0392","KG"
"PM-5298889-880561","5298889","BI ｽﾌﾟﾘﾝﾄｸﾞﾛｽ","880561","ｷｬﾌﾟｽﾄｰﾝFS-60(199.76KG)","0.0007","KG"
"PM-5298889-336700","5298889","BI ｽﾌﾟﾘﾝﾄｸﾞﾛｽ","336700","WATER","0.3595","KG"
"PM-5298889-852585","5298889","BI ｽﾌﾟﾘﾝﾄｸﾞﾛｽ","852585","*KM-73E (17KG)*","0.1","GM"
"PM-5298889-336013","5298889","BI ｽﾌﾟﾘﾝﾄｸﾞﾛｽ","336013","ﾒﾁﾙﾌﾟﾛﾋﾟﾚﾝｼﾞｸﾞﾘｺｰﾙ(MFDG) ｼﾞｮｳﾋ","0.0352","KG"
"PM-5298900-362442","5298900","BI ｽﾌﾟﾘﾝﾄﾀﾌ","362442","ｱｸﾃｨｻｲﾄﾞMV4 (20KG)","0.0004","KG"
"PM-5298900-333305","5298900","BI ｽﾌﾟﾘﾝﾄﾀﾌ","333305","T.B.E.P. (ﾛｰﾘｰ/IBCｺﾝﾃﾅ)","0.0133","KG"
"PM-5298900-4326059","5298900","BI ｽﾌﾟﾘﾝﾄﾀﾌ","4326059","SER-AD FX511(DAPRO) (195KG)*13","0.0133","KG"
"PM-5298900-853330","5298900","BI ｽﾌﾟﾘﾝﾄﾀﾌ","853330","ｼﾝﾄﾗﾑ 1560(150KG) *12*","0.0361","KG"
"PM-5298900-853610","5298900","BI ｽﾌﾟﾘﾝﾄﾀﾌ","853610","ｼﾝﾄﾗﾑ PA-1445(204.1KG) *12*","0.0677","KG"
"PM-5298900-345620","5298900","BI ｽﾌﾟﾘﾝﾄﾀﾌ","345620","JP-7223A/ｱﾛﾝ FP-92 (1000KG)","0.03","KG"
"PM-5298900-3401635","5298900","BI ｽﾌﾟﾘﾝﾄﾀﾌ","3401635","ﾌﾟﾗｲﾏﾙ B-924 (1000KG)","0.3253","KG"
"PM-5298900-336017","5298900","BI ｽﾌﾟﾘﾝﾄﾀﾌ","336017","ｶｰﾋﾞﾄｰﾙ (ｴﾁﾙｼﾞｸﾞﾘｺｰﾙ) ISO/ﾛｰﾘｰ","0.0264","KG"
"PM-5298900-336025","5298900","BI ｽﾌﾟﾘﾝﾄﾀﾌ","336025","ｴｸﾀｿﾙﾌﾞ EEH(181.4KG) *3*","0.0025","KG"
"PM-5298900-880562","5298900","BI ｽﾌﾟﾘﾝﾄﾀﾌ","880562","ｷｬﾌﾟｽﾄｰﾝFS-65(18.16KG)類似注","0.0004","KG"
"PM-5298900-852585","5298900","BI ｽﾌﾟﾘﾝﾄﾀﾌ","852585","*KM-73E (17KG)*","0.1","GM"
"PM-5298900-336700","5298900","BI ｽﾌﾟﾘﾝﾄﾀﾌ","336700","WATER","0.4445","KG"
"PM-5298900-336013","5298900","BI ｽﾌﾟﾘﾝﾄﾀﾌ","336013","ﾒﾁﾙﾌﾟﾛﾋﾟﾚﾝｼﾞｸﾞﾘｺｰﾙ(MFDG) ｼﾞｮｳﾋ","0.04","KG"
"PM-T40240-2287578","T40240","*ｳｨﾝﾀｰD-10A 10LX1*","2287578","TPL 共通ﾊﾟﾚｯﾄ積用･段ﾊﾟｯﾄ","0.02083","EA"
"PM-T40240-2886351","T40240","*ｳｨﾝﾀｰD-10A 10LX1*","2886351","CAP KC50420(10･12.5L共用)","1","EA"
"PM-T40240-958955","T40240","*ｳｨﾝﾀｰD-10A 10LX1*","958955","LBLｾﾝｼﾞｮｳｷﾌｳｲﾝｼｰﾙ ｱｵ ｼｰﾄ","1","EA"
"PM-T40240-911490","T40240","*ｳｨﾝﾀｰD-10A 10LX1*","911490","LBL ｳｨﾝﾀｰﾊﾙﾀｰD-10A 10Lﾛｰﾙ","1","EA"
"PM-T40240-4550499","T40240","*ｳｨﾝﾀｰD-10A 10LX1*","4550499","BI ﾌﾟﾛｽﾍﾟｼｬﾙ ﾐﾗｺｰﾙ","12.85","KG"
"PM-T40240-920780","T40240","*ｳｨﾝﾀｰD-10A 10LX1*","920780","BTL 10L ﾍﾝﾍﾟｲﾅﾁｭﾗﾙ（ﾊﾞｰｼﾞﾝ","1","EA"
"PM-DS020620-4999683","DS020620","●NS ｵｲﾙｸﾘｰﾅｰ 0.1x100","4999683","BI ﾆﾎﾝｼｮｯｹﾝｵｲﾙｸﾘｰﾅｰ","10.7","KG"
"PM-DS020620-933310","DS020620","●NS ｵｲﾙｸﾘｰﾅｰ 0.1x100","933310","BTL ﾆﾎﾝｼｮｸｹﾝｵｲﾙｸﾘｰﾅ- 100ML","100","EA"
"PM-DS020620-3344693","DS020620","●NS ｵｲﾙｸﾘｰﾅｰ 0.1x100","3344693","CAP THｷｬｯﾌﾟ 白(ﾘﾝｾｰﾄﾞ)","100","EA"
"PM-DS020620-3344706","DS020620","●NS ｵｲﾙｸﾘｰﾅｰ 0.1x100","3344706","CAP S用 2.5径穴明栓(ﾘﾝｾｰﾄﾞ","100","EA"
"PM-DS020620-987180","DS020620","●NS ｵｲﾙｸﾘｰﾅｰ 0.1x100","987180","CTN 100MLX100ﾑｼﾞﾆﾎﾝｼｮｸｹﾝﾖｳ","1","EA"
"PM-DS020620-987190","DS020620","●NS ｵｲﾙｸﾘｰﾅｰ 0.1x100","987190","PAD 100MLX100ﾆﾎﾝｼｮｸｹﾝﾖｳﾊﾟｯﾄ","1","EA"
"PM-DS020620-911440","DS020620","●NS ｵｲﾙｸﾘｰﾅｰ 0.1x100","911440","LBL ﾆﾎﾝｼｮｸｹﾝｵｲﾙｸﾘｰﾅ- 100ML","1","EA"
"PM-T21541-2886351","T21541","ﾃﾞﾀｰﾌｧｲﾝRC 12.5KGX1","2886351","CAP KC50420(10･12.5L共用)","1","EA"
"PM-T21541-958955","T21541","ﾃﾞﾀｰﾌｧｲﾝRC 12.5KGX1","958955","LBLｾﾝｼﾞｮｳｷﾌｳｲﾝｼｰﾙ ｱｵ ｼｰﾄ","1","EA"
"PM-T21541-911550","T21541","ﾃﾞﾀｰﾌｧｲﾝRC 12.5KGX1","911550","LBL ﾃﾞﾀｰﾌｧｲﾝRC 12.5KGﾛｰﾙ","1","EA"
"PM-T21541-5375338","T21541","ﾃﾞﾀｰﾌｧｲﾝRC 12.5KGX1","5375338","BI ★ﾃﾞﾀｰﾌｧｲﾝ RC","12.5","KG"
"PM-T21541-2287578","T21541","ﾃﾞﾀｰﾌｧｲﾝRC 12.5KGX1","2287578","TPL 共通ﾊﾟﾚｯﾄ積用･段ﾊﾟｯﾄ","0.027778","EA"
"PM-T21541-932550","T21541","ﾃﾞﾀｰﾌｧｲﾝRC 12.5KGX1","932550","BTL 10Lﾍﾝﾍﾟｲﾎﾞﾄﾙ ｱｵ","1","EA"
"PM-T21541-900000","T21541","ﾃﾞﾀｰﾌｧｲﾝRC 12.5KGX1","900000","DRM 充填機液回収ﾄﾞﾗﾑ","0.000001","EA"
"PM-T21542-3045221","T21542","ﾃﾞﾀｰﾌｧｲﾝRC 25KGX1","3045221","CAP KC60550(20L共用)","1","EA"
"PM-T21542-959960","T21542","ﾃﾞﾀｰﾌｧｲﾝRC 25KGX1","959960","LBLｾﾝｼﾞｮｳｷﾌｳｲﾝｼｰﾙ ｱｵ ﾛｰﾙ","1","EA"
"PM-T21542-911540","T21542","ﾃﾞﾀｰﾌｧｲﾝRC 25KGX1","911540","LBL ﾃﾞﾀｰﾌｧｲﾝRC 25KGﾛｰﾙ","1","EA"
"PM-T21542-5375338","T21542","ﾃﾞﾀｰﾌｧｲﾝRC 25KGX1","5375338","BI ★ﾃﾞﾀｰﾌｧｲﾝ RC","25","KG"
"PM-T21542-2287578","T21542","ﾃﾞﾀｰﾌｧｲﾝRC 25KGX1","2287578","TPL 共通ﾊﾟﾚｯﾄ積用･段ﾊﾟｯﾄ","0.03125","EA"
"PM-T21542-932540","T21542","ﾃﾞﾀｰﾌｧｲﾝRC 25KGX1","932540","BTL 20Lﾍﾝﾍﾟｲﾎﾞﾄﾙ ｱｵ","1","EA"
"PM-T21542-900000","T21542","ﾃﾞﾀｰﾌｧｲﾝRC 25KGX1","900000","DRM 充填機液回収ﾄﾞﾗﾑ","0.000001","EA"
"PM-5343782-336701","5343782","BI ﾄｲﾚﾉｼｮｳｼｭｳﾎﾞｳｼｭｳｻﾞｲ","336701","BINT ｲｵﾝ交換水","0.788432","KG"
"PM-5343782-821876","5343782","BI ﾄｲﾚﾉｼｮｳｼｭｳﾎﾞｳｼｭｳｻﾞｲ","821876","■ﾍﾙｼｬｽ CU (1KG)","0.00025","KG"
"PM-5343782-821877","5343782","BI ﾄｲﾚﾉｼｮｳｼｭｳﾎﾞｳｼｭｳｻﾞｲ","821877","ﾀｳﾘﾝ (20KG)","0.0025","KG"
"PM-5343782-861095","5343782","BI ﾄｲﾚﾉｼｮｳｼｭｳﾎﾞｳｼｭｳｻﾞｲ","861095","*10%ﾋﾞﾄﾚｯｸｽ(ｴﾀﾉｰﾙ) (163G)*","0.03","GM"
"PM-5343782-5998762","5343782","BI ﾄｲﾚﾉｼｮｳｼｭｳﾎﾞｳｼｭｳｻﾞｲ","5998762","*薄荷白油 (1000GM)*","0.4","GM"
"PM-5343782-861032","5343782","BI ﾄｲﾚﾉｼｮｳｼｭｳﾎﾞｳｼｭｳｻﾞｲ","861032","■ｴﾀﾉｰﾙ95%(STERLING)815KG","0.208388","KG"
"PM-5369202-2885586","5369202","ｼﾞｭｼﾜｯｸｽｸﾞﾘｰﾝﾎﾟｼﾞｼｮﾝ18LX1","2885586","CTN BIB 共通ｻｲﾄﾞﾋﾟｰｽ ﾛｺﾞ無","2","EA"
"PM-5369202-963330","5369202","ｼﾞｭｼﾜｯｸｽｸﾞﾘｰﾝﾎﾟｼﾞｼｮﾝ18LX1","963330","FLM BIB 18Lﾊﾟﾜ-ｼｭﾘﾝｸ13280=20ﾎﾝ","1","EA"
"PM-5369202-3020103","5369202","ｼﾞｭｼﾜｯｸｽｸﾞﾘｰﾝﾎﾟｼﾞｼｮﾝ18LX1","3020103","OTH共通BIB用PPﾊﾞﾝﾄﾞ(ｱｵ)","2","EA"
"PM-5369202-4522383","5369202","ｼﾞｭｼﾜｯｸｽｸﾞﾘｰﾝﾎﾟｼﾞｼｮﾝ18LX1","4522383","BI ｸﾞﾘｰﾝﾌﾟﾗｽ ﾜｯｸｽ","18.49","KG"
"PM-5369202-962170","5369202","ｼﾞｭｼﾜｯｸｽｸﾞﾘｰﾝﾎﾟｼﾞｼｮﾝ18LX1","962170","POU共通BIBﾊﾞｯｸ+ﾌﾟﾙﾘﾝｸﾞｷｬｯﾌﾟ","1","EA"
"PM-5369202-984610","5369202","ｼﾞｭｼﾜｯｸｽｸﾞﾘｰﾝﾎﾟｼﾞｼｮﾝ18LX1","984610","CTN BIB共通ﾗｯﾌﾟﾋﾟｰｽｶｯﾄﾃｰﾌﾟﾅｼ","1","EA"
"PM-5369202-911770","5369202","ｼﾞｭｼﾜｯｸｽｸﾞﾘｰﾝﾎﾟｼﾞｼｮﾝ18LX1","911770","LBLｼﾞｭｼﾜｯｸｽｸﾞﾘｰﾝﾎﾟｼﾞｼｮﾝ18L BIB","1","EA"
"PM-5369211-945000","5369211","ｸﾞﾘｰﾝﾏﾙﾁｸﾘｰﾅｰ 5LX3","945000","LBL ｸﾞﾘｰﾝﾏﾙﾁｸﾘｰﾅｰ5Lﾛｰﾙ","3","EA"
"PM-5369211-987300","5369211","ｸﾞﾘｰﾝﾏﾙﾁｸﾘｰﾅｰ 5LX3","987300","CTN ｸﾞﾘｰﾝﾏﾙﾁｸﾘｰﾅｰ 5X3","1","EA"
"PM-5369211-960340","5369211","ｸﾞﾘｰﾝﾏﾙﾁｸﾘｰﾅｰ 5LX3","960340","CAP 43ﾊﾟｯｷﾝｱﾘｷｬｯﾌﾟ(2L/5L)","3","EA"
"PM-5369211-932860","5369211","ｸﾞﾘｰﾝﾏﾙﾁｸﾘｰﾅｰ 5LX3","932860","BTL JD 5L WEL ﾅﾁｭﾗﾙ(N)","3","EA"
"PM-5369211-4522359","5369211","ｸﾞﾘｰﾝﾏﾙﾁｸﾘｰﾅｰ 5LX3","4522359","BI ｸﾞﾘｰﾝﾌﾟﾗｽ ﾏﾙﾁｸﾘｰﾅｰ","16.155","KG"
"PM-5375338-800000","5375338","BI ★ﾃﾞﾀｰﾌｧｲﾝ RC","800000","BI 充填機回収液DRM","0","KG"
"PM-5375338-894218","5375338","BI ★ﾃﾞﾀｰﾌｧｲﾝ RC","894218","A珪酸ｶﾘ (1200KG)","0.0686","KG"
"PM-5375338-4025993","5375338","BI ★ﾃﾞﾀｰﾌｧｲﾝ RC","4025993","ｱｷｭｿｰﾙ445 (ﾌﾟﾗｲﾏﾙLMW45)(1200KG","0.0343","KG"
"PM-5375338-895430","5375338","BI ★ﾃﾞﾀｰﾌｧｲﾝ RC","895430","ﾍﾞｸﾀｰ IC 27216(1100KG)","0.01646","KG"
"PM-5375338-820140","5375338","BI ★ﾃﾞﾀｰﾌｧｲﾝ RC","820140","ｶｾｲｶﾘ 48% 工業用ｸﾞﾚｰﾄﾞ(ﾛｰﾘｰ)","0.23157","KG"
"PM-5375338-821872","5375338","BI ★ﾃﾞﾀｰﾌｧｲﾝ RC","821872","ｸﾞﾙｺﾝ酸ﾅﾄﾘｳﾑ(福洋) (25KG)","0.0001","KG"
"PM-5375338-336701","5375338","BI ★ﾃﾞﾀｰﾌｧｲﾝ RC","336701","BINT ｲｵﾝ交換水","0.3926","KG"
"PM-5375338-823981","5375338","BI ★ﾃﾞﾀｰﾌｧｲﾝ RC","823981","ﾃﾞｨｿﾞﾙﾋﾞﾝ GL-47-S(250KG)*41*","0.25637","KG"
"PM-303-336700","303","BI ｽﾗｲﾀﾞｰ DRY72","336700","WATER","0.85","KG"
"PM-303-338132","303","BI ｽﾗｲﾀﾞｰ DRY72","338132","ｸﾞﾘｾﾘﾝ(食添) (250KG)*21*","0.14","KG"
"PM-303-210508","303","BI ｽﾗｲﾀﾞｰ DRY72","210508","E-230PG(180KG) *19*","0.004","KG"
"PM-303-342425","303","BI ｽﾗｲﾀﾞｰ DRY72","342425","ｱﾉﾝ LGｰR(200KG) *31*","0.005","KG"
"PM-303-210488","303","BI ｽﾗｲﾀﾞｰ DRY72","210488","ﾃｲｶﾄｯｸｽ 110 (20KG)","0.001","KG"
"PM-T41934-987340","T41934","ﾖｼﾉﾔ ﾏﾙﾁｸﾘｰﾅｰTH 5KGX3","987340","CTN ﾖｼﾉﾔﾏﾙﾁｸﾘｰﾅｰTH 5X3","1","EA"
"PM-T41934-960340","T41934","ﾖｼﾉﾔ ﾏﾙﾁｸﾘｰﾅｰTH 5KGX3","960340","CAP 43ﾊﾟｯｷﾝｱﾘｷｬｯﾌﾟ(2L/5L)","3","EA"
"PM-T41934-932860","T41934","ﾖｼﾉﾔ ﾏﾙﾁｸﾘｰﾅｰTH 5KGX3","932860","BTL JD 5L WEL ﾅﾁｭﾗﾙ(N)","3","EA"
"PM-T41934-911810","T41934","ﾖｼﾉﾔ ﾏﾙﾁｸﾘｰﾅｰTH 5KGX3","911810","LBL ﾖｼﾉﾔ ﾏﾙﾁｸﾘｰﾅｰTH 5KGﾛｰﾙ","3","EA"
"PM-T41934-614160","T41934","ﾖｼﾉﾔ ﾏﾙﾁｸﾘｰﾅｰTH 5KGX3","614160","BI ★ｽﾄｱﾌﾞﾚｰｸｱｯﾌﾟS","15","KG"
"PM-T41934-900000","T41934","ﾖｼﾉﾔ ﾏﾙﾁｸﾘｰﾅｰTH 5KGX3","900000","DRM 充填機液回収ﾄﾞﾗﾑ","0.000001","EA"
"PM-T40028-987400","T40028","●MDｴｷﾀｲｾﾝｻﾞｲ(ｱﾙﾐ) 12.5KGX2","987400","CTN MDｱﾙﾐｾﾝｼﾞｮｳﾀｲｵｳ12.5X2","1","EA"
"PM-T40028-2886351","T40028","●MDｴｷﾀｲｾﾝｻﾞｲ(ｱﾙﾐ) 12.5KGX2","2886351","CAP KC50420(10･12.5L共用)","2","EA"
"PM-T40028-911870","T40028","●MDｴｷﾀｲｾﾝｻﾞｲ(ｱﾙﾐ) 12.5KGX2","911870","LBL MDｱﾙﾐｾﾝｼﾞｮｳﾀｲｵｳ12.5KGﾛｰﾙ","2","EA"
"PM-T40028-647190","T40028","●MDｴｷﾀｲｾﾝｻﾞｲ(ｱﾙﾐ) 12.5KGX2","647190","BI ★ﾃﾞﾀｰｸﾘｰﾝLAM (DLAM)","25","KG"
"PM-T40028-932550","T40028","●MDｴｷﾀｲｾﾝｻﾞｲ(ｱﾙﾐ) 12.5KGX2","932550","BTL 10Lﾍﾝﾍﾟｲﾎﾞﾄﾙ ｱｵ","2","EA"
"PM-T40028-900000","T40028","●MDｴｷﾀｲｾﾝｻﾞｲ(ｱﾙﾐ) 12.5KGX2","900000","DRM 充填機液回収ﾄﾞﾗﾑ","0.000001","EA"
"PM-5387540-911890","5387540","ｶﾌﾟｾﾚｰｼｮﾝｸﾘｰﾅｰ 5LX3","911890","LBL ｶﾌﾟｾﾚｰｼｮﾝｸﾘｰﾅｰ 5Lﾛｰﾙ","3","EA"
"PM-5387540-987420","5387540","ｶﾌﾟｾﾚｰｼｮﾝｸﾘｰﾅｰ 5LX3","987420","CTN ｶﾌﾟｾﾚｰｼｮﾝｸﾘｰﾅｰ 5LX3","1","EA"
"PM-5387540-932860","5387540","ｶﾌﾟｾﾚｰｼｮﾝｸﾘｰﾅｰ 5LX3","932860","BTL JD 5L WEL ﾅﾁｭﾗﾙ(N)","3","EA"
"PM-5387540-960340","5387540","ｶﾌﾟｾﾚｰｼｮﾝｸﾘｰﾅｰ 5LX3","960340","CAP 43ﾊﾟｯｷﾝｱﾘｷｬｯﾌﾟ(2L/5L)","3","EA"
"PM-5387540-4387599","5387540","ｶﾌﾟｾﾚｰｼｮﾝｸﾘｰﾅｰ 5LX3","4387599","BI ｸﾘｽﾀﾙﾌﾟﾛ","15.405","KG"
"PM-5395021-822560","5395021","BI ｽﾀｯﾄﾌﾟﾗｽ","822560","ﾌﾟﾘﾍﾞﾝﾄｰﾙ BP(25KG)","0.093","KG"
"PM-5395021-332122","5395021","BI ｽﾀｯﾄﾌﾟﾗｽ","332122","■ｸｴﾝ酸（結晶）FG (25KG)","0.00104","KG"
"PM-5395021-4277138","5395021","BI ｽﾀｯﾄﾌﾟﾗｽ","4277138","ﾉｲｹﾞﾝ TDS-80 (190KG)*22*","0.285","KG"
"PM-5395021-336100","5395021","BI ｽﾀｯﾄﾌﾟﾗｽ","336100","I.P.A. (160KG) *4*","0.0111","KG"
"PM-5395021-880873","5395021","BI ｽﾀｯﾄﾌﾟﾗｽ","880873","ﾘﾌﾞﾗﾑﾙ IPA (1000KG)","0.533","KG"
"PM-5395021-894109","5395021","BI ｽﾀｯﾄﾌﾟﾗｽ","894109","ｺｳﾘｮｳ AR 215696 (25KG)","0.00352","KG"
"PM-5395021-338012","5395021","BI ｽﾀｯﾄﾌﾟﾗｽ","338012","*ﾌﾞﾙｰ #1(ﾀﾞｲﾜ化成) (1KG)*","0.021","GM"
"PM-5395021-2283243","5395021","BI ｽﾀｯﾄﾌﾟﾗｽ","2283243","■*ﾀﾞｲﾜｼｮｸﾖｳｷｲﾛ4ｺﾞｳ ﾌﾝﾏﾂ(5KG","0.021","GM"
"PM-5395021-336701","5395021","BI ｽﾀｯﾄﾌﾟﾗｽ","336701","BINT ｲｵﾝ交換水","0.041059","KG"
"PM-5395021-332018","5395021","BI ｽﾀｯﾄﾌﾟﾗｽ","332018","ﾓﾉｴﾀﾉ-ﾙｱﾐﾝ (18KG)","0.00124","KG"
"PM-5395021-336013","5395021","BI ｽﾀｯﾄﾌﾟﾗｽ","336013","ﾒﾁﾙﾌﾟﾛﾋﾟﾚﾝｼﾞｸﾞﾘｺｰﾙ(MFDG) ｼﾞｮｳﾋ","0.031","KG"
"PM-T40037-941710","T40037","ｼｰｸﾘｰﾝ ﾈｵ 20KGX1","941710","CAP ｺﾀﾞﾏ KC60550 (UNﾎﾞﾄﾙｾﾝﾖｳ)","1","EA"
"PM-T40037-958958","T40037","ｼｰｸﾘｰﾝ ﾈｵ 20KGX1","958958","LBL (ﾏｲﾄﾞ)ﾌｳｲﾝｼｰﾙ 白色","1","EA"
"PM-T40037-931740","T40037","ｼｰｸﾘｰﾝ ﾈｵ 20KGX1","931740","BTL 20L NN ﾅﾁｭﾗﾙ","1","EA"
"PM-T40037-3015398","T40037","ｼｰｸﾘｰﾝ ﾈｵ 20KGX1","3015398","LBL Cｸﾘｰﾝ ﾈｵ 20KG ﾛｰﾙ","1","EA"
